task,algorithm,seed,num_samples,noise_level,temperature,sigma_start,sigma_min,num_elites,explore_fraction,beta_opt_iter,beta_horizon,initial_noise_level,minimum_noise_level,maximum_noise_level,covariance_adaptation_rate,initial_entropy_bonus,final_entropy_bonus,cost,wall_time_s,status,error
particle,er_cma,0,256,,1.0,,,,,,,1.0,0.001,1.0,0.3,0.1,0.1,0.3752268850803375,4.274672746658325,ok,
particle,er_cma,0,256,,0.01,,,,,,,1.0,0.001,1.0,1.0,0.1,0.1,0.1869589239358902,4.337608098983765,ok,
particle,er_cma,0,256,,0.1,,,,,,,1.0,0.001,1.0,1.0,0.1,0.1,0.16289569437503815,4.3367063999176025,ok,
particle,er_cma,0,256,,0.5,,,,,,,1.0,0.001,1.0,1.0,0.1,0.1,0.25124117732048035,4.2680933475494385,ok,
particle,er_cma,0,256,,1.0,,,,,,,1.0,0.001,1.0,1.0,0.1,0.1,0.3549259305000305,4.364588022232056,ok,
particle,er_cma,0,256,,0.01,,,,,,,1.0,0.001,1.0,0.05,0.1,0.3,0.11810590326786041,4.367590665817261,ok,
particle,er_cma,0,256,,0.1,,,,,,,1.0,0.001,1.0,0.05,0.1,0.3,0.1555015742778778,4.600956916809082,ok,
particle,er_cma,0,256,,0.5,,,,,,,1.0,0.001,1.0,0.05,0.1,0.3,0.31794631481170654,4.3337318897247314,ok,
particle,er_cma,0,256,,1.0,,,,,,,1.0,0.001,1.0,0.05,0.1,0.3,0.43054625391960144,4.267873287200928,ok,
particle,er_cma,0,256,,0.01,,,,,,,1.0,0.001,1.0,0.1,0.1,0.3,0.11873027682304382,4.370033264160156,ok,
particle,er_cma,0,256,,0.1,,,,,,,1.0,0.001,1.0,0.1,0.1,0.3,0.1548018604516983,4.332610130310059,ok,
particle,er_cma,0,256,,0.5,,,,,,,1.0,0.001,1.0,0.1,0.1,0.3,0.29849138855934143,4.289060592651367,ok,
particle,er_cma,0,256,,1.0,,,,,,,1.0,0.001,1.0,0.1,0.1,0.3,0.4097873270511627,4.30027437210083,ok,
particle,er_cma,0,256,,0.01,,,,,,,1.0,0.001,1.0,0.3,0.1,0.3,0.12847763299942017,4.321961164474487,ok,
particle,er_cma,0,256,,0.1,,,,,,,1.0,0.001,1.0,0.3,0.1,0.3,0.15850192308425903,4.605548858642578,ok,
particle,er_cma,0,256,,0.5,,,,,,,1.0,0.001,1.0,0.3,0.1,0.3,0.2666664123535156,4.320614337921143,ok,
particle,er_cma,0,256,,1.0,,,,,,,1.0,0.001,1.0,0.3,0.1,0.3,0.37521985173225403,4.268444538116455,ok,
particle,er_cma,0,256,,0.01,,,,,,,1.0,0.001,1.0,1.0,0.1,0.3,0.18820278346538544,4.266600608825684,ok,
particle,er_cma,0,256,,0.1,,,,,,,1.0,0.001,1.0,1.0,0.1,0.3,0.16383324563503265,4.415720224380493,ok,
particle,er_cma,0,256,,0.5,,,,,,,1.0,0.001,1.0,1.0,0.1,0.3,0.25126925110816956,4.286597013473511,ok,
particle,er_cma,0,256,,1.0,,,,,,,1.0,0.001,1.0,1.0,0.1,0.3,0.35502171516418457,4.2645792961120605,ok,
particle,er_cma,0,256,,0.01,,,,,,,1.0,0.001,1.0,0.05,0.1,0.5,0.11819658428430557,4.360967636108398,ok,
particle,er_cma,0,256,,0.1,,,,,,,1.0,0.001,1.0,0.05,0.1,0.5,0.1554887294769287,4.75139594078064,ok,
particle,er_cma,0,256,,0.5,,,,,,,1.0,0.001,1.0,0.05,0.1,0.5,0.31787994503974915,4.389649391174316,ok,
particle,er_cma,0,256,,1.0,,,,,,,1.0,0.001,1.0,0.05,0.1,0.5,0.43052423000335693,4.36241340637207,ok,
particle,er_cma,0,256,,0.01,,,,,,,1.0,0.001,1.0,0.1,0.1,0.5,0.11898887157440186,4.331750392913818,ok,
particle,er_cma,0,256,,0.1,,,,,,,1.0,0.001,1.0,0.1,0.1,0.5,0.15492016077041626,4.254807472229004,ok,
particle,er_cma,0,256,,0.5,,,,,,,1.0,0.001,1.0,0.1,0.1,0.5,0.2983882427215576,4.322795391082764,ok,
particle,er_cma,0,256,,1.0,,,,,,,1.0,0.001,1.0,0.1,0.1,0.5,0.40976840257644653,4.314243316650391,ok,
particle,er_cma,0,256,,0.01,,,,,,,1.0,0.001,1.0,0.3,0.1,0.5,0.12979426980018616,4.2285284996032715,ok,
particle,er_cma,0,256,,0.1,,,,,,,1.0,0.001,1.0,0.3,0.1,0.5,0.16047842800617218,4.3518524169921875,ok,
particle,er_cma,0,256,,0.5,,,,,,,1.0,0.001,1.0,0.3,0.1,0.5,0.2666108012199402,4.3099260330200195,ok,
particle,er_cma,0,256,,1.0,,,,,,,1.0,0.001,1.0,0.3,0.1,0.5,0.37517204880714417,4.282135725021362,ok,
particle,er_cma,0,256,,0.01,,,,,,,1.0,0.001,1.0,1.0,0.1,0.5,0.19131091237068176,4.345848798751831,ok,
particle,er_cma,0,256,,0.1,,,,,,,1.0,0.001,1.0,1.0,0.1,0.5,0.1642555296421051,4.305761337280273,ok,
particle,er_cma,0,256,,0.5,,,,,,,1.0,0.001,1.0,1.0,0.1,0.5,0.25126785039901733,4.349514722824097,ok,
particle,er_cma,0,256,,1.0,,,,,,,1.0,0.001,1.0,1.0,0.1,0.5,0.3551155626773834,4.310693264007568,ok,
particle,er_cma,0,256,,0.01,,,,,,,1.0,0.001,1.0,0.05,0.3,0.3,0.1180613562464714,4.290757417678833,ok,
particle,er_cma,0,256,,0.1,,,,,,,1.0,0.001,1.0,0.05,0.3,0.3,0.1559462994337082,4.29677677154541,ok,
particle,er_cma,0,256,,0.5,,,,,,,1.0,0.001,1.0,0.05,0.3,0.3,0.3300265967845917,4.320043087005615,ok,
particle,er_cma,0,256,,1.0,,,,,,,1.0,0.001,1.0,0.05,0.3,0.3,0.443910151720047,4.31710410118103,ok,
particle,er_cma,0,256,,0.01,,,,,,,1.0,0.001,1.0,0.1,0.3,0.3,0.11843190342187881,4.3114824295043945,ok,
particle,er_cma,0,256,,0.1,,,,,,,1.0,0.001,1.0,0.1,0.3,0.3,0.15429675579071045,4.2455666065216064,ok,
particle,er_cma,0,256,,0.5,,,,,,,1.0,0.001,1.0,0.1,0.3,0.3,0.32178202271461487,4.307060241699219,ok,
particle,er_cma,0,256,,1.0,,,,,,,1.0,0.001,1.0,0.1,0.3,0.3,0.43617433309555054,4.29884147644043,ok,
particle,er_cma,0,256,,0.01,,,,,,,1.0,0.001,1.0,0.3,0.3,0.3,0.12193169444799423,4.308610677719116,ok,
particle,er_cma,0,256,,0.1,,,,,,,1.0,0.001,1.0,0.3,0.3,0.3,0.15027761459350586,4.241130352020264,ok,
particle,er_cma,0,256,,0.5,,,,,,,1.0,0.001,1.0,0.3,0.3,0.3,0.30882614850997925,4.286900281906128,ok,
particle,er_cma,0,256,,1.0,,,,,,,1.0,0.001,1.0,0.3,0.3,0.3,0.4237511456012726,4.318624496459961,ok,
particle,er_cma,0,256,,0.01,,,,,,,1.0,0.001,1.0,1.0,0.3,0.3,0.13031649589538574,4.376422882080078,ok,
particle,er_cma,0,256,,0.1,,,,,,,1.0,0.001,1.0,1.0,0.3,0.3,0.1468507945537567,4.566497564315796,ok,
particle,er_cma,0,256,,0.5,,,,,,,1.0,0.001,1.0,1.0,0.3,0.3,0.3014855980873108,4.5338404178619385,ok,
particle,er_cma,0,256,,1.0,,,,,,,1.0,0.001,1.0,1.0,0.3,0.3,0.417145311832428,4.754360675811768,ok,
particle,er_cma,0,256,,0.01,,,,,,,1.0,0.001,1.0,0.05,0.3,0.5,0.11813606321811676,4.488836765289307,ok,
particle,er_cma,0,256,,0.1,,,,,,,1.0,0.001,1.0,0.05,0.3,0.5,0.15592491626739502,4.460331678390503,ok,
particle,er_cma,0,256,,0.5,,,,,,,1.0,0.001,1.0,0.05,0.3,0.5,0.3299533724784851,4.578762054443359,ok,
particle,er_cma,0,256,,1.0,,,,,,,1.0,0.001,1.0,0.05,0.3,0.5,0.4439123868942261,4.517906665802002,ok,
particle,er_cma,0,256,,0.01,,,,,,,1.0,0.001,1.0,0.1,0.3,0.5,0.11860306560993195,4.485469341278076,ok,
particle,er_cma,0,256,,0.1,,,,,,,1.0,0.001,1.0,0.1,0.3,0.5,0.15426833927631378,4.505767345428467,ok,
particle,er_cma,0,256,,0.5,,,,,,,1.0,0.001,1.0,0.1,0.3,0.5,0.321649432182312,4.414694547653198,ok,
particle,er_cma,0,256,,1.0,,,,,,,1.0,0.001,1.0,0.1,0.3,0.5,0.43613818287849426,4.306617975234985,ok,
particle,er_cma,0,256,,0.01,,,,,,,1.0,0.001,1.0,0.3,0.3,0.5,0.1229340210556984,4.372670888900757,ok,
particle,er_cma,0,256,,0.1,,,,,,,1.0,0.001,1.0,0.3,0.3,0.5,0.15027663111686707,4.364699125289917,ok,
particle,er_cma,0,256,,0.5,,,,,,,1.0,0.001,1.0,0.3,0.3,0.5,0.30863580107688904,4.343709945678711,ok,
particle,er_cma,0,256,,1.0,,,,,,,1.0,0.001,1.0,0.3,0.3,0.5,0.42373359203338623,4.236830472946167,ok,
particle,er_cma,0,256,,0.01,,,,,,,1.0,0.001,1.0,1.0,0.3,0.5,0.13226695358753204,4.295300006866455,ok,
particle,er_cma,0,256,,0.1,,,,,,,1.0,0.001,1.0,1.0,0.3,0.5,0.14686907827854156,4.4028918743133545,ok,
particle,er_cma,0,256,,0.5,,,,,,,1.0,0.001,1.0,1.0,0.3,0.5,0.3013386130332947,4.284285545349121,ok,
particle,er_cma,0,256,,1.0,,,,,,,1.0,0.001,1.0,1.0,0.3,0.5,0.41715094447135925,4.585590362548828,ok,
particle,er_cma,0,256,,0.01,,,,,,,1.0,0.001,1.0,0.05,0.5,0.5,0.11815689504146576,4.329413175582886,ok,
particle,er_cma,0,256,,0.1,,,,,,,1.0,0.001,1.0,0.05,0.5,0.5,0.15716975927352905,4.337421655654907,ok,
particle,er_cma,0,256,,0.5,,,,,,,1.0,0.001,1.0,0.05,0.5,0.5,0.34368157386779785,4.2968220710754395,ok,
particle,er_cma,0,256,,1.0,,,,,,,1.0,0.001,1.0,0.05,0.5,0.5,0.4572007656097412,4.285438060760498,ok,
particle,er_cma,0,256,,0.01,,,,,,,1.0,0.001,1.0,0.1,0.5,0.5,0.11839894205331802,4.415241241455078,ok,
particle,er_cma,0,256,,0.1,,,,,,,1.0,0.001,1.0,0.1,0.5,0.5,0.1565224975347519,4.331080436706543,ok,
particle,er_cma,0,256,,0.5,,,,,,,1.0,0.001,1.0,0.1,0.5,0.5,0.34338122606277466,4.2927772998809814,ok,
particle,er_cma,0,256,,1.0,,,,,,,1.0,0.001,1.0,0.1,0.5,0.5,0.45704323053359985,4.371782302856445,ok,
particle,er_cma,0,256,,0.01,,,,,,,1.0,0.001,1.0,0.3,0.5,0.5,0.11947821080684662,4.305617332458496,ok,
particle,er_cma,0,256,,0.1,,,,,,,1.0,0.001,1.0,0.3,0.5,0.5,0.1551298350095749,4.375105619430542,ok,
particle,er_cma,0,256,,0.5,,,,,,,1.0,0.001,1.0,0.3,0.5,0.5,0.3425440192222595,4.3084259033203125,ok,
particle,er_cma,0,256,,1.0,,,,,,,1.0,0.001,1.0,0.3,0.5,0.5,0.45659729838371277,4.321195125579834,ok,
particle,er_cma,0,256,,0.01,,,,,,,1.0,0.001,1.0,1.0,0.5,0.5,0.12010589987039566,4.2573981285095215,ok,
particle,er_cma,0,256,,0.1,,,,,,,1.0,0.001,1.0,1.0,0.5,0.5,0.15401087701320648,4.373242378234863,ok,
particle,er_cma,0,256,,0.5,,,,,,,1.0,0.001,1.0,1.0,0.5,0.5,0.3413149118423462,4.249921083450317,ok,
particle,er_cma,0,256,,1.0,,,,,,,1.0,0.001,1.0,1.0,0.5,0.5,0.45583629608154297,4.254656076431274,ok,
pusht,ps,0,256,0.05,,,,,,,,,,,,,,0.8269811272621155,10.083829879760742,ok,
pusht,ps,0,256,0.1,,,,,,,,,,,,,,0.5387891530990601,10.14104413986206,ok,
pusht,ps,0,256,0.3,,,,,,,,,,,,,,0.4267086386680603,10.263344526290894,ok,
pusht,ps,0,256,0.5,,,,,,,,,,,,,,0.4457769989967346,10.304015874862671,ok,
pusht,ps,0,256,1.0,,,,,,,,,,,,,,0.4494057893753052,10.171733379364014,ok,
pusht,mppi,0,256,0.1,0.01,,,,,,,,,,,,,1.0218161344528198,10.07399606704712,ok,
pusht,mppi,0,256,0.1,0.1,,,,,,,,,,,,,6.824100971221924,10.050602436065674,ok,
pusht,mppi,0,256,0.1,0.5,,,,,,,,,,,,,6.8240647315979,10.036280632019043,ok,
pusht,mppi,0,256,0.1,1.0,,,,,,,,,,,,,6.82404899597168,10.013951539993286,ok,
pusht,mppi,0,256,0.3,0.01,,,,,,,,,,,,,0.5215412974357605,10.08246898651123,ok,
pusht,mppi,0,256,0.3,0.1,,,,,,,,,,,,,0.584375262260437,10.003289937973022,ok,
pusht,mppi,0,256,0.3,0.5,,,,,,,,,,,,,0.9001373648643494,9.990115404129028,ok,
pusht,mppi,0,256,0.3,1.0,,,,,,,,,,,,,2.4497742652893066,10.018500804901123,ok,
pusht,mppi,0,256,0.5,0.01,,,,,,,,,,,,,0.5328919291496277,10.055542469024658,ok,
pusht,mppi,0,256,0.5,0.1,,,,,,,,,,,,,0.5866557955741882,9.97205662727356,ok,
pusht,mppi,0,256,0.5,0.5,,,,,,,,,,,,,0.7403882145881653,10.081844806671143,ok,
pusht,mppi,0,256,0.5,1.0,,,,,,,,,,,,,1.0243977308273315,9.96970510482788,ok,
pusht,mppi,0,256,1.0,0.01,,,,,,,,,,,,,0.5440365076065063,10.009257078170776,ok,
pusht,mppi,0,256,1.0,0.1,,,,,,,,,,,,,0.6537235975265503,9.976845979690552,ok,
pusht,mppi,0,256,1.0,0.5,,,,,,,,,,,,,0.9538062214851379,9.966036319732666,ok,
pusht,mppi,0,256,1.0,1.0,,,,,,,,,,,,,1.5814918279647827,9.987660646438599,ok,
pusht,cem,0,256,,,0.1,0.001,4,0.0,,,,,,,,,2.891866683959961,10.068540096282959,ok,
pusht,cem,0,256,,,0.1,0.001,8,0.0,,,,,,,,,2.958559989929199,10.059569835662842,ok,
pusht,cem,0,256,,,0.1,0.001,16,0.0,,,,,,,,,3.11871337890625,10.089825868606567,ok,
pusht,cem,0,256,,,0.3,0.001,4,0.0,,,,,,,,,2.614159107208252,3.364144802093506,ok,
pusht,cem,0,256,,,0.3,0.001,8,0.0,,,,,,,,,2.491888999938965,3.351627826690674,ok,
pusht,cem,0,256,,,0.3,0.001,16,0.0,,,,,,,,,2.1881561279296875,3.354478359222412,ok,
pusht,cem,0,256,,,0.5,0.001,4,0.0,,,,,,,,,2.3254029750823975,3.3592147827148438,ok,
pusht,cem,0,256,,,0.5,0.001,8,0.0,,,,,,,,,2.6249654293060303,3.3569493293762207,ok,
pusht,cem,0,256,,,0.5,0.001,16,0.0,,,,,,,,,2.6724209785461426,3.357112407684326,ok,
pusht,cem,0,256,,,1.0,0.001,4,0.0,,,,,,,,,2.5418968200683594,3.356902837753296,ok,
pusht,cem,0,256,,,1.0,0.001,8,0.0,,,,,,,,,2.928534984588623,3.3575870990753174,ok,
pusht,cem,0,256,,,1.0,0.001,16,0.0,,,,,,,,,2.5190131664276123,3.7250826358795166,ok,
pusht,dial,0,256,0.3,0.01,,,,,0.5,0.5,,,,,,,1.1464742422103882,9.96686053276062,ok,
pusht,dial,0,256,0.3,0.01,,,,,0.5,1.0,,,,,,,0.7544412612915039,10.008193969726562,ok,
pusht,dial,0,256,0.3,0.01,,,,,0.5,2.0,,,,,,,0.5490517616271973,10.016334533691406,ok,
pusht,dial,0,256,0.3,0.01,,,,,1.0,0.5,,,,,,,1.1464742422103882,10.059953927993774,ok,
pusht,dial,0,256,0.3,0.01,,,,,1.0,1.0,,,,,,,0.7544412612915039,10.158605813980103,ok,
pusht,dial,0,256,0.3,0.01,,,,,1.0,2.0,,,,,,,0.5490517616271973,10.012160301208496,ok,
pusht,dial,0,256,0.3,0.01,,,,,2.0,0.5,,,,,,,1.1464742422103882,10.215074300765991,ok,
pusht,dial,0,256,0.3,0.01,,,,,2.0,1.0,,,,,,,0.7544412612915039,10.063866376876831,ok,
pusht,dial,0,256,0.3,0.01,,,,,2.0,2.0,,,,,,,0.5490517616271973,10.053211688995361,ok,
pusht,mppi_cma,0,256,,0.01,,,,,,,0.3,0.001,,0.05,,,0.5276146531105042,10.228495359420776,ok,
pusht,mppi_cma,0,256,,0.1,,,,,,,0.3,0.001,,0.05,,,0.6111059784889221,10.167879343032837,ok,
pusht,mppi_cma,0,256,,0.5,,,,,,,0.3,0.001,,0.05,,,0.8884150981903076,10.214579105377197,ok,
pusht,mppi_cma,0,256,,1.0,,,,,,,0.3,0.001,,0.05,,,1.629912257194519,10.479486227035522,ok,
pusht,mppi_cma,0,256,,0.01,,,,,,,0.3,0.001,,0.1,,,0.5611151456832886,10.484506130218506,ok,
pusht,mppi_cma,0,256,,0.1,,,,,,,0.3,0.001,,0.1,,,0.6252670884132385,10.468449115753174,ok,
pusht,mppi_cma,0,256,,0.5,,,,,,,0.3,0.001,,0.1,,,0.8818662762641907,10.547224998474121,ok,
pusht,mppi_cma,0,256,,1.0,,,,,,,0.3,0.001,,0.1,,,1.4052717685699463,10.216013669967651,ok,
pusht,mppi_cma,0,256,,0.01,,,,,,,0.3,0.001,,0.3,,,0.6116663813591003,10.225180625915527,ok,
pusht,mppi_cma,0,256,,0.1,,,,,,,0.3,0.001,,0.3,,,0.6362587213516235,10.23304271697998,ok,
pusht,mppi_cma,0,256,,0.5,,,,,,,0.3,0.001,,0.3,,,0.9264717698097229,10.557494163513184,ok,
pusht,mppi_cma,0,256,,1.0,,,,,,,0.3,0.001,,0.3,,,1.2866934537887573,10.532145500183105,ok,
pusht,mppi_cma,0,256,,0.01,,,,,,,0.3,0.001,,1.0,,,6.82370662689209,10.654289245605469,ok,
pusht,mppi_cma,0,256,,0.1,,,,,,,0.3,0.001,,1.0,,,6.823975563049316,10.664879560470581,ok,
pusht,mppi_cma,0,256,,0.5,,,,,,,0.3,0.001,,1.0,,,1.6613366603851318,10.980114936828613,ok,
pusht,mppi_cma,0,256,,1.0,,,,,,,0.3,0.001,,1.0,,,1.3337043523788452,10.528865814208984,ok,
pusht,er_cma,0,256,,0.01,,,,,,,0.3,0.001,1.0,0.05,0.0,0.1,0.5288952589035034,10.45226764678955,ok,
pusht,er_cma,0,256,,0.1,,,,,,,0.3,0.001,1.0,0.05,0.0,0.1,0.6109866499900818,10.354171514511108,ok,
pusht,er_cma,0,256,,0.5,,,,,,,0.3,0.001,1.0,0.05,0.0,0.1,0.8887941241264343,10.332044839859009,ok,
pusht,er_cma,0,256,,1.0,,,,,,,0.3,0.001,1.0,0.05,0.0,0.1,1.607346534729004,10.185487985610962,ok,
pusht,er_cma,0,256,,0.01,,,,,,,0.3,0.001,1.0,0.1,0.0,0.1,0.56146639585495,10.263094902038574,ok,
pusht,er_cma,0,256,,0.1,,,,,,,0.3,0.001,1.0,0.1,0.0,0.1,0.6265806555747986,10.181025981903076,ok,
pusht,er_cma,0,256,,0.5,,,,,,,0.3,0.001,1.0,0.1,0.0,0.1,0.8816234469413757,10.309285879135132,ok,
pusht,er_cma,0,256,,1.0,,,,,,,0.3,0.001,1.0,0.1,0.0,0.1,1.3695125579833984,10.218701124191284,ok,
pusht,er_cma,0,256,,0.01,,,,,,,0.3,0.001,1.0,0.3,0.0,0.1,0.6101817488670349,10.21260952949524,ok,
pusht,er_cma,0,256,,0.1,,,,,,,0.3,0.001,1.0,0.3,0.0,0.1,0.6372682452201843,10.272170782089233,ok,
pusht,er_cma,0,256,,0.5,,,,,,,0.3,0.001,1.0,0.3,0.0,0.1,0.9291123151779175,10.25300121307373,ok,
pusht,er_cma,0,256,,1.0,,,,,,,0.3,0.001,1.0,0.3,0.0,0.1,1.2721772193908691,10.271252393722534,ok,
pusht,er_cma,0,256,,0.01,,,,,,,0.3,0.001,1.0,1.0,0.0,0.1,6.823665142059326,10.244908094406128,ok,
pusht,er_cma,0,256,,0.1,,,,,,,0.3,0.001,1.0,1.0,0.0,0.1,6.823824405670166,10.249943017959595,ok,
pusht,er_cma,0,256,,0.5,,,,,,,0.3,0.001,1.0,1.0,0.0,0.1,1.4854907989501953,10.54170823097229,ok,
pusht,er_cma,0,256,,1.0,,,,,,,0.3,0.001,1.0,1.0,0.0,0.1,1.4348634481430054,10.418757438659668,ok,
pusht,er_cma,0,256,,0.01,,,,,,,0.3,0.001,1.0,0.05,0.0,0.3,0.5285237431526184,10.46422791481018,ok,
pusht,er_cma,0,256,,0.1,,,,,,,0.3,0.001,1.0,0.05,0.0,0.3,0.6103328466415405,10.308871030807495,ok,
pusht,er_cma,0,256,,0.5,,,,,,,0.3,0.001,1.0,0.05,0.0,0.3,0.8890116214752197,10.28532338142395,ok,
pusht,er_cma,0,256,,1.0,,,,,,,0.3,0.001,1.0,0.05,0.0,0.3,1.52730131149292,10.224559307098389,ok,
pusht,er_cma,0,256,,0.01,,,,,,,0.3,0.001,1.0,0.1,0.0,0.3,0.5629997253417969,10.249433755874634,ok,
pusht,er_cma,0,256,,0.1,,,,,,,0.3,0.001,1.0,0.1,0.0,0.3,0.626108705997467,10.241438150405884,ok,
pusht,er_cma,0,256,,0.5,,,,,,,0.3,0.001,1.0,0.1,0.0,0.3,0.8823777437210083,10.165414333343506,ok,
pusht,er_cma,0,256,,1.0,,,,,,,0.3,0.001,1.0,0.1,0.0,0.3,1.3545373678207397,10.22739291191101,ok,
pusht,er_cma,0,256,,0.01,,,,,,,0.3,0.001,1.0,0.3,0.0,0.3,0.6110609173774719,10.277867794036865,ok,
pusht,er_cma,0,256,,0.1,,,,,,,0.3,0.001,1.0,0.3,0.0,0.3,0.6378196477890015,10.366835117340088,ok,
pusht,er_cma,0,256,,0.5,,,,,,,0.3,0.001,1.0,0.3,0.0,0.3,0.9271201491355896,10.219612836837769,ok,
pusht,er_cma,0,256,,1.0,,,,,,,0.3,0.001,1.0,0.3,0.0,0.3,1.244500756263733,10.349988222122192,ok,
pusht,er_cma,0,256,,0.01,,,,,,,0.3,0.001,1.0,1.0,0.0,0.3,6.4149169921875,10.378111362457275,ok,
pusht,er_cma,0,256,,0.1,,,,,,,0.3,0.001,1.0,1.0,0.0,0.3,6.824123382568359,10.229649543762207,ok,
pusht,er_cma,0,256,,0.5,,,,,,,0.3,0.001,1.0,1.0,0.0,0.3,1.478715181350708,10.177090644836426,ok,
pusht,er_cma,0,256,,1.0,,,,,,,0.3,0.001,1.0,1.0,0.0,0.3,1.5692524909973145,10.253610372543335,ok,
pusht,er_cma,0,256,,0.01,,,,,,,0.3,0.001,1.0,0.05,0.0,0.5,0.5276448130607605,10.23134446144104,ok,
pusht,er_cma,0,256,,0.1,,,,,,,0.3,0.001,1.0,0.05,0.0,0.5,0.6111363172531128,10.2332444190979,ok,
pusht,er_cma,0,256,,0.5,,,,,,,0.3,0.001,1.0,0.05,0.0,0.5,0.8911516666412354,10.206969022750854,ok,
pusht,er_cma,0,256,,1.0,,,,,,,0.3,0.001,1.0,0.05,0.0,0.5,1.4570622444152832,10.275042533874512,ok,
pusht,er_cma,0,256,,0.01,,,,,,,0.3,0.001,1.0,0.1,0.0,0.5,0.5628283619880676,10.339380979537964,ok,
pusht,er_cma,0,256,,0.1,,,,,,,0.3,0.001,1.0,0.1,0.0,0.5,0.6283353567123413,10.260593175888062,ok,
pusht,er_cma,0,256,,0.5,,,,,,,0.3,0.001,1.0,0.1,0.0,0.5,0.8834747672080994,10.304915189743042,ok,
pusht,er_cma,0,256,,1.0,,,,,,,0.3,0.001,1.0,0.1,0.0,0.5,1.3336312770843506,10.265164613723755,ok,
pusht,er_cma,0,256,,0.01,,,,,,,0.3,0.001,1.0,0.3,0.0,0.5,0.6091423630714417,10.260742425918579,ok,
pusht,er_cma,0,256,,0.1,,,,,,,0.3,0.001,1.0,0.3,0.0,0.5,0.6408743858337402,10.25796389579773,ok,
pusht,er_cma,0,256,,0.5,,,,,,,0.3,0.001,1.0,0.3,0.0,0.5,0.9510520696640015,10.256858348846436,ok,
pusht,er_cma,0,256,,1.0,,,,,,,0.3,0.001,1.0,0.3,0.0,0.5,1.2125945091247559,10.27184534072876,ok,
pusht,er_cma,0,256,,0.01,,,,,,,0.3,0.001,1.0,1.0,0.0,0.5,6.214959621429443,10.44530701637268,ok,
pusht,er_cma,0,256,,0.1,,,,,,,0.3,0.001,1.0,1.0,0.0,0.5,6.82405948638916,10.235789775848389,ok,
pusht,er_cma,0,256,,0.5,,,,,,,0.3,0.001,1.0,1.0,0.0,0.5,1.7905917167663574,10.355316400527954,ok,
pusht,er_cma,0,256,,1.0,,,,,,,0.3,0.001,1.0,1.0,0.0,0.5,1.6473687887191772,10.178411960601807,ok,
pusht,er_cma,0,256,,0.01,,,,,,,0.3,0.001,1.0,0.05,0.1,0.1,0.5243117213249207,10.326977491378784,ok,
pusht,er_cma,0,256,,0.1,,,,,,,0.3,0.001,1.0,0.05,0.1,0.1,0.6017932295799255,10.198414087295532,ok,
pusht,er_cma,0,256,,0.5,,,,,,,0.3,0.001,1.0,0.05,0.1,0.1,0.8750273585319519,10.160981893539429,ok,
pusht,er_cma,0,256,,1.0,,,,,,,0.3,0.001,1.0,0.05,0.1,0.1,1.3556512594223022,10.332854270935059,ok,
pusht,er_cma,0,256,,0.01,,,,,,,0.3,0.001,1.0,0.1,0.1,0.1,0.5373658537864685,10.150894165039062,ok,
pusht,er_cma,0,256,,0.1,,,,,,,0.3,0.001,1.0,0.1,0.1,0.1,0.6044093370437622,10.176149129867554,ok,
pusht,er_cma,0,256,,0.5,,,,,,,0.3,0.001,1.0,0.1,0.1,0.1,0.854184091091156,10.238255739212036,ok,
pusht,er_cma,0,256,,1.0,,,,,,,0.3,0.001,1.0,0.1,0.1,0.1,1.2709242105484009,10.224522590637207,ok,
pusht,er_cma,0,256,,0.01,,,,,,,0.3,0.001,1.0,0.3,0.1,0.1,0.5366946458816528,10.72318983078003,ok,
pusht,er_cma,0,256,,0.1,,,,,,,0.3,0.001,1.0,0.3,0.1,0.1,0.5854194164276123,10.534911870956421,ok,
pusht,er_cma,0,256,,0.5,,,,,,,0.3,0.001,1.0,0.3,0.1,0.1,0.8440198302268982,10.372546911239624,ok,
pusht,er_cma,0,256,,1.0,,,,,,,0.3,0.001,1.0,0.3,0.1,0.1,1.134836196899414,10.290833950042725,ok,
pusht,er_cma,0,256,,0.01,,,,,,,0.3,0.001,1.0,1.0,0.1,0.1,5.29810094833374,10.189595937728882,ok,
pusht,er_cma,0,256,,0.1,,,,,,,0.3,0.001,1.0,1.0,0.1,0.1,4.3657026290893555,10.225656270980835,ok,
pusht,er_cma,0,256,,0.5,,,,,,,0.3,0.001,1.0,1.0,0.1,0.1,1.0065886974334717,10.178170680999756,ok,
pusht,er_cma,0,256,,1.0,,,,,,,0.3,0.001,1.0,1.0,0.1,0.1,1.0773470401763916,10.272104740142822,ok,
pusht,er_cma,0,256,,0.01,,,,,,,0.3,0.001,1.0,0.05,0.1,0.3,0.5266676545143127,10.207223892211914,ok,
pusht,er_cma,0,256,,0.1,,,,,,,0.3,0.001,1.0,0.05,0.1,0.3,0.6007502675056458,10.18458342552185,ok,
pusht,er_cma,0,256,,0.5,,,,,,,0.3,0.001,1.0,0.05,0.1,0.3,0.8743574619293213,10.352724552154541,ok,
pusht,er_cma,0,256,,1.0,,,,,,,0.3,0.001,1.0,0.05,0.1,0.3,1.33550226688385,10.2512047290802,ok,
pusht,er_cma,0,256,,0.01,,,,,,,0.3,0.001,1.0,0.1,0.1,0.3,0.5376158952713013,10.222303867340088,ok,
